空腹,显示,放大,单核细胞
疼痛,组成,耵聍,避孕
属于,请示,导致,根治
治疗,发炎,变质,缩短
便秘,软化,测量,充分
大便,合理,艾滋病,痒
排便,耻骨联合,混合性病变（肿物）,堵塞
大便,顺畅,临床,耽误
便秘,营养,康复,抗体
饮食,腰,败血症,扩散
蔬菜,穿孔,暂停,气味
纤维,血糖,挫裂伤,马尾
促进,堵塞,个体,肛门
调整,阴性,偏,方案
便秘,耵聍,破裂,人工
排便,伴随,恶心,作息
大便,消除,皮疹,白内障
检查,空洞,悲观,并发症
治疗,赶紧,状态,白沫
症状,疼痛,忽略,流泪
饮食,根除,结石,籍贯
大便,事故,胎儿,安慰
良好,白斑,流行性,冻僵
饮食,措施,死亡,片
规律,病原,痢疾,初步
食物,僵硬,风险,反应
纤维,乙型脑炎,囊肿,剂量-效应关系
辛辣,骨关节炎,喉部,直肠
测量,采取,保险,板状腹
腹部,憋,手续,萎缩
形成,败血症,单位,耻骨联合
基本,淋病,晒,素食
排气,呼吸性碱中毒,胰腺,肝病面容
消化,消毒,臀部,四肢
功能,冻伤,模糊,触诊
紊乱,臀大肌,颞叶,血胸
胸闷,尸体,低密度脂蛋白,摩擦音
呼吸,面积,悲观,肺气肿
顺畅,初步,表面,素食
心脏,就诊,明确,定期
检查,拖延,手掌,萎缩
体重,含服,复诊,产生
食管,激素,安慰,纠正
腹痛,表现,直径,鼻涕
胸口,咯血,浅,临床
补液,主诉,白斑,诊断
症状,程度,成人,类似
腹痛,衰弱,消毒,接触
止血,脑干,反跳痛,腕管
发热,胆囊,尿糖,青春期
腹泻,忽视,腹泻,触诊
辛辣,潮湿,顽固,排便
油腻,联合,鼻咽癌,歪
食物,回声,附件,家庭
反酸,认知,频繁,保养
饮食,苍白,股骨头坏死,皮炎
规律,自由,寒战,前列腺
作息,监护,急性上呼吸道感染（上感）,容积
熬夜,充分,背部,反酸
药物,气味,薄,不良
检查,烧伤,过期产儿,海鲜
接触,蚊虫叮咬,打嗝,行为
症状,事故,麻疹,谨慎
发热,胆固醇,急腹症,咽部
咳痰,腋神经,免疫缺陷病,息肉
腹泻,周期,喂养,指标
食物,不孕,过敏,边界
软,解剖,家族史,良好
消化,现象,尿糖,放射
食物,征求,反应,自发性
持续,等候,耳聋,集中
打嗝,发育,嘴唇,便秘
呕吐,流感嗜血杆菌,气管,弥散性血管内凝血（DIC）
好转,大肠杆菌,耳鸣,口腔
片,初步,耳聋,疙瘩
腹泻,护理,补充,继发性
腹泻,放射,白喉,避孕
打嗝,保持,现象,范围
症状,白沫,籍贯,监护
规律,收缩,残留,记录
饮食,臭,胎儿,触诊
辛辣,心理,婚育史,衰弱
刺激,发抖,癌变,手掌
饮食,转移,家属,循环
胃镜,摩擦音,气胸,高钾血症
食物,基本,热量,罕见
打嗝,籍贯,乏力,打嗝
反酸,内囊,嘴唇,病危/重
消瘦,内部,放大,膝盖
气味,皮炎,伸,阴茎
膈,虫/蛀牙,就诊,彻底
改善,缺乏,乳房,就诊
腹痛,输血,巨大,输液室
反酸,单纯,指甲,赶紧
恶心,咽部,复发,表现
呕吐,前囟,体外循环,乙肝
大便,心脏,肝性脑病,缓解
便秘,病历,耳聋,化验
饮食,混合性病变（肿物）,母乳,苯丙酮尿症
大便,输血,没劲,冻僵
清淡,场所,死亡,控制
疼痛,灵活,沟通,发作
恶心,体格,现象,功能
呕吐,授精,催乳素,脊柱侧凸
腹泻,颗,智力,禁食
反酸,下肢,青霉素,输血
嗳气,精神,癣,费用
检查,宠物,骨盆,雌酮
药物,暂停,病毒,继发性
感染,间质性肺炎,登记,训练
检查,持续,胎儿,产程
疣,自发性,自由,沟通
胆汁,筛选,流感,初产妇
复发,烧伤,部位,犹豫
恶心,颗,蛋白质,心脏
腹泻,发育,预防,加剧
发热,周期,探头,臂
腹痛,误差,打嗝,流感
食物,形成,初产妇,头围
大便,婴儿,肩部,腰
饮食,侧面,痢疾,病因
规律,骨髓,顺畅,黏膜
食物,单纯,消耗,坐高
避免,探头,结节,初产妇
辛辣,现病史,前列腺,探望
适当,内部,康复,面积
药物,肋,干咳,导泻
空腹,内毒素,免疫,手续
腰,细胞,踝关节,目光
浑身,臀部,阶段,缩短
尿频,间歇,碘剂,苍白
尿急,脊髓,哺乳,便血
症状,细胞,受伤,堆积
腹痛,糖尿病,健全,接触
导致,缺损,分型,烦躁不安
缓解,劝,可见,处女膜
胃镜,筋膜,巨幼细胞性贫血,气栓
食管,示范,膝盖,特征
症状,保险,受体,体重
位置,扩散,检验,强度
胆汁,日期,头部,拐杖
食物,隔离,确定,迟钝
吞咽,空腹,尿频,注射
腹泻,苯丙酮尿症,青霉素,松弛
恶心,过期妊娠,拆,白质
呕吐,再生障碍性贫血,上皮组织,结核性腹膜炎
腹痛,途径,扁桃体炎,专家
大便,配合,感染,胸围
胃口,神经,胃口,临床
饮食,急性上呼吸道感染（上感）,训练,处置
缓解,骨关节炎,生长,误差
观察,晚期,不足,鉴定
检查,骨折,脉搏,肝性脑病
腹部,听诊器,伴有,分化
胆囊,折磨,数值,浑身
饮食,损坏,晚期,垂体
特殊,光滑,畸形,损坏
腹痛,胎儿,初乳,内部
症状,类似,脉压,反而
检查,素食,询问,步骤
明显,扁平苔藓,预防,外表
十二指肠,参与,血型,分析
位置,膝盖,费用,消瘦
反酸,蛋白质,尿糖,相关
药物,宠物,沉默,接触
反酸,误差,目光,阿司匹林
表现,蔬菜,腹部,消失
胃镜,龋齿,产褥期,甲状旁腺
检查,组成,手指,治疗
片,配偶,过敏,性质
年纪,内部,缺陷,闭经
饮食,补液,预防,缝合术
诱因,免疫抑制剂,骨筋膜室综合征,筋膜
着凉,脉搏,广泛,个别
伴有,记录,传播,监护
恶心,足月儿,承受,专家
病史,保健,疤,功能
便血,指征,偏,便秘
